[     297ms] [LOG] %c欢迎使用CesiumTdt插件，%c该插件由Jason提供，%c目前支持1.120版本 color: green; font-size: 16px; font-weight: bold; color: blue; font-size: 14px; font-style: italic; color: red; font-size: 14px; font-weight: bold; @ http://localhost:8080/lib/cesiumTdt.js:0
[ 1697899ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2069 Y: 1021 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697899ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2068 Y: 1021 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697899ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2073 Y: 1021 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697899ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2070 Y: 1021 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697900ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 1035 Y: 508 Level: 10. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697900ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2067 Y: 1021 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697900ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2073 Y: 1017 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697900ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2071 Y: 1017 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697900ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2071 Y: 1021 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697900ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 1034 Y: 508 Level: 10. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697901ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2072 Y: 1017 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697902ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2072 Y: 1021 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697902ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2067 Y: 1017 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697943ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2074 Y: 1017 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697944ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2074 Y: 1019 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697945ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2066 Y: 1018 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697946ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2066 Y: 1017 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697948ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2074 Y: 1018 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697949ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2074 Y: 1020 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697950ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 2066 Y: 1020 Level: 11. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697951ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 1037 Y: 510 Level: 10. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
[ 1697952ms] [LOG] An error occurred in "": Failed to obtain terrain tile X: 1037 Y: 508 Level: 10. Error message: "undefined" @ https://cesium.com/downloads/cesiumjs/releases/1.120/Build/Cesium/Cesium.js:85
